0.001208,100.000000
0.007266,100.000000
0.007292,99.900000
0.007986,99.900000
0.008023,99.700000
0.008023,99.700000
0.008048,99.600000
0.008195,99.600000
0.008231,99.400000
0.010028,99.400000
0.010050,99.300000
0.010290,99.300000
0.010291,99.200000
0.011391,99.200000
0.011403,99.000000
0.011519,99.000000
0.011528,98.900000
0.012407,98.900000
0.012410,98.700000
0.012496,98.700000
0.012507,98.600000
0.013001,98.600000
0.013002,98.400000
0.013469,98.400000
0.013484,98.300000
0.013539,98.300000
0.013545,98.100000
0.013733,98.100000
0.013735,98.000000
0.014180,98.000000
0.014187,97.800000
0.014562,97.800000
0.014565,97.700000
0.014623,97.700000
0.014633,97.600000
0.014657,97.600000
0.014668,97.400000
0.014738,97.400000
0.014749,97.300000
0.014918,97.300000
0.014924,97.100000
0.015062,97.100000
0.015074,97.000000
0.015432,97.000000
0.015449,96.800000
0.015533,96.800000
0.015534,96.700000
0.016007,96.700000
0.016021,96.600000
0.016050,96.600000
0.016051,96.500000
0.016489,96.500000
0.016493,96.400000
0.016726,96.400000
0.016728,96.200000
0.017588,96.200000
0.017590,96.100000
0.017787,96.100000
0.017788,96.000000
0.017961,96.000000
0.017966,95.800000
0.018399,95.800000
0.018403,95.700000
0.018627,95.700000
0.018634,95.500000
0.019678,95.500000
0.019683,95.400000
0.019924,95.400000
0.019927,95.200000
0.020450,95.200000
0.020465,95.100000
0.020593,95.100000
0.020600,94.900000
0.020614,94.900000
0.020617,94.800000
0.020705,94.800000
0.020707,94.600000
0.021032,94.600000
0.021038,94.500000
0.021272,94.500000
0.021275,94.400000
0.021343,94.400000
0.021345,94.200000
0.021350,94.200000
0.021351,94.100000
0.021589,94.100000
0.021596,93.900000
0.021732,93.900000
0.021740,93.800000
0.021934,93.800000
0.021939,93.600000
0.022045,93.600000
0.022051,93.500000
0.022435,93.500000
0.022438,93.300000
0.022453,93.300000
0.022462,93.200000
0.022538,93.200000
0.022542,93.000000
0.022603,93.000000
0.022610,92.900000
0.022659,92.900000
0.022661,92.800000
0.022713,92.800000
0.022718,92.600000
0.022894,92.600000
0.022910,92.500000
0.022917,92.500000
0.022925,92.300000
0.023027,92.300000
0.023033,92.200000
0.023236,92.200000
0.023238,92.000000
0.023300,92.000000
0.023304,91.900000
0.023348,91.900000
0.023353,91.700000
0.023715,91.700000
0.023717,91.600000
0.023783,91.600000
0.023794,91.400000
0.023956,91.400000
0.023959,91.300000
0.024031,91.300000
0.024031,91.200000
0.024129,91.200000
0.024131,91.000000
0.024512,91.000000
0.024515,90.900000
0.025186,90.900000
0.025190,90.700000
0.025394,90.700000
0.025396,90.600000
0.025434,90.600000
0.025437,90.400000
0.025518,90.400000
0.025519,90.300000
0.025919,90.300000
0.025924,90.100000
0.025925,90.100000
0.025926,90.000000
0.026110,90.000000
0.026117,89.800000
0.026169,89.800000
0.026170,89.700000
0.026178,89.700000
0.026181,89.600000
0.026368,89.600000
0.026371,89.400000
0.026418,89.400000
0.026421,89.300000
0.026747,89.300000
0.026749,89.100000
0.027538,89.100000
0.027550,89.000000
0.027550,89.000000
0.027556,88.800000
0.027660,88.800000
0.027662,88.700000
0.027663,88.700000
0.027668,88.500000
0.027812,88.500000
0.027815,88.400000
0.027854,88.400000
0.027855,88.200000
0.028021,88.200000
0.028022,88.100000
0.028068,88.100000
0.028070,88.000000
0.028073,88.000000
0.028087,87.800000
0.028453,87.800000
0.028458,87.700000
0.028610,87.700000
0.028611,87.500000
0.028804,87.500000
0.028812,87.400000
0.029136,87.400000
0.029138,87.200000
0.029139,87.200000
0.029141,87.100000
0.029316,87.100000
0.029323,87.000000
0.029421,87.000000
0.029425,86.900000
0.029543,86.900000
0.029551,86.800000
0.029707,86.800000
0.029711,86.700000
0.029726,86.700000
0.029726,86.500000
0.030226,86.500000
0.030229,86.400000
0.030245,86.400000
0.030251,86.200000
0.030532,86.200000
0.030534,86.100000
0.030713,86.100000
0.030714,85.900000
0.030943,85.900000
0.030946,85.800000
0.031150,85.800000
0.031159,85.600000
0.031219,85.600000
0.031222,85.500000
0.031222,85.500000
0.031226,85.300000
0.031527,85.300000
0.031529,85.200000
0.031564,85.200000
0.031564,85.100000
0.031779,85.100000
0.031786,84.900000
0.032132,84.900000
0.032134,84.800000
0.032214,84.800000
0.032222,84.600000
0.032287,84.600000
0.032296,84.300000
0.032431,84.300000
0.032433,84.200000
0.032454,84.200000
0.032454,84.000000
0.032563,84.000000
0.032566,83.900000
0.032577,83.900000
0.032578,83.700000
0.032722,83.700000
0.032727,83.600000
0.032758,83.600000
0.032760,83.500000
0.032903,83.500000
0.032905,83.300000
0.033063,83.300000
0.033069,83.200000
0.033164,83.200000
0.033169,83.000000
0.033741,83.000000
0.033742,82.900000
0.033983,82.900000
0.033986,82.700000
0.034122,82.700000
0.034124,82.600000
0.034182,82.600000
0.034187,82.400000
0.034759,82.400000
